Teks,Label
"Saya Wisnu Mohon maaf untuk sementara waktu Akun DANA anda tidak dapat digunakan untuk melakukan transaksi yang tidak wajar, Jadi terpaksa kami Bekukan sementara Untuk melengkapi data diri silahkan isi formulir di Link bawa ini kak https://perbaikan-akun-wb.cxk.my.id/news/",phishing
"Sebagai persiapan pelatihan, Anda diwajibkan mengunduh Pedoman Peserta Pelatihan melalui tautan https://komin.fo/pedomanVSGA. ",non-phishing
"Segera dapatkan E-TIKET pswt hrga PROMO penerbangan Domestik & Internasional Reservasi tiket, mudah & Praktis, hub : 02136146799, 085312792222 www.Asia-travel.com",phishing
Sekarang sudah bisa beli Paket Data AXIS di BNI Mobile Banking. Segera aktivasi BNI Mobile Banking kamu dengan klik bit.ly/AktivasiBNIMB MCA39A,non-phishing
Selamat ! Anda Trpilih Sebagai Penerima Bantuan dr PEMERINTAH Subsidi BLT BPJS Sebesar Rp.50jt lnformasi Wa ; 085 824 348 548 Buka ; tinyurl.com/bpjss2021,phishing
Selamat !!! Anda mndptkan cek tunai Rp.27jt dr PT.Bank Rakyat Indonesia pin anda:ijh76k79 u/info klik www.bri-untungbeliung.blogspot.com atau hub:021-3677-1839,phishing
Selamat Anda terpilih !! Menerima uang Rp.75juta Dari Tik-Tok dengan : PIN : TIK21K77 Wa : 0822-3948-9978,phishing
Selamat Anda T'pilih Sebagai PEMEN4NG TIKTOK INDONESIA Rp.75.000.000 PIN PEMEN4NG (KBR99D7) Silahkan Chat WhatsApp: 082299789567 klik: bit.ly/berkah-tiktok67,phishing
Selamat Anda-dpatkan cek Rp.175.000.000 Dari Giveaway kedasbeauty CODE:(CK805KU) INFO lanjut klik: bit.ly/kedas-beauty678,phishing
"Selamat bergabung, Mohon disempatkan untuk membaca panduan dasar yang ada di link berikut : https://bit.ly/panduan-dasar-workintech-jatim",non-phishing
"Selamat malam, Kami informasikan kepada teman-teman semua, bahwa saat ini sedang diadakan perekrutan Ketua Kelas Berikut link pendaftarannya https://bit.ly/GroupChampionWiT Bagi yang berminat silahkan klik link diatas dan baca dulu deskripsinya. Semangat,",non-phishing
Selamat pagi Kak. Saat ini sudah tersedia beberapa perjalanan KA Tambahan ya. Informasi mengenai daftar KA tambahannya silakan cek link berikut https://twitter.com/KAI121/status/1765614132773212511 ya Kak.,non-phishing
Selamat pagi teman-teman semua… untuk acara Bincang Bareng Alumni bisa disaksikan juga melalui YouTube HMJT PNM berikut linknya https://youtu.be/maEjPvTMX7I,non-phishing
"Selamat siang, panduan TA 2023 bisa diakses di tautan berikut --> https://bit.ly/panduan-TA2023",non-phishing
"Selamat sore, Bagi peserta yang tidak hadir UJK dan BERKOMITMEN IKUT UJK SUSULAN mohon dapat mengisi Google Form dibawah ini  untuk kesediaan mengikuti UJK hari Sabtu 19.08.23 < JNA DAN JWD>.. Batas akhir pengisian Goggle Form Kamis 17.08.23 jam 12.00. link : https://forms.gle/Lj9FvjuTUBrgCXst5 Terimakasih",non-phishing
Selamat! No Anda Terpilih M-dptkan kejutan HADIAH langsung Dari 3care kode Pemenang anda b89c7h9 Utk Info Lenkap kunjungi web kami www.hadiahT3care.blogspot.com,phishing
selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com,phishing
"Selamat,,,,!!! kepada anda yang telah resmi M-dptkan Subsidi_Pemerintah 189.Juta Rupiah Code Pin 717747 info layanan : bit.ly/berkah-pertamina633",phishing
"Sesudah registrasi dan login, jangan lupa untuk mengambil tangkapan layar dan memberikan nomor telepon Anda. Saya akan memandu Anda untuk memulai mendapatkan komisi. Silakan buka tautannya: https://mallsuper8.com/index/user/register/invite_code/ZSURA4.html silakan tangkap layar dan kirim ke saya agar saya bisa lebih baik membantu anda",phishing
Shopee slmt. No Anda Resmi Dpt Hadiah Dari Shopee Cek.Rp.185jt PIN;(AD25MD47) klik. tinyurl.com/bigsale-15m HUB.WA;085696696932,phishing
Silakan daftar untuk mengikuti webinar SMB melalui tautan https://s.id/smb14mar,non-phishing
SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,phishing
SIMCARD Anda adalah pemenang Gebyar isi ulang TRI dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,phishing
"SLAMAT anda teripilh mnerima hadiah Rp.189.000.000 PIN ID:SPBU747 Cek, bit.ly/subsidi-97",phishing
"Slamat!!_Anda M-dptkan Rp,35.000.000 Dri GIVEAWAY Bapau_Trans7 KodeAnda <001498788>Infoklik bit.ly/3G8rVY9 infChat bit.ly/bapau5H",phishing
Slmt No Anda mendptkan Hadiah 1 unit MOBIL HONDA jazz dr promo TRI CARE 2016 dgn PIN PEMENANG:454647LM lnfo Klik:www.kejutanbimatri.blogspot.com,phishing
"SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com",phishing
"Sobatkom, ini saatnya kamu jadi Talenta Digital selanjutnya! Adakah pelatihan favorit kamu di sini? Cek pelatihan lainnya sesuai passion kamu di website digitalent.kominfo.go.id",non-phishing
Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,phishing
Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu,phishing
"Teman"" yang sedang uji hari ini silahkan mendaftar di link https://sertifikasi.lspdigital.id agar memudahkan kita untuk maping untuk mencetak sertifikat",non-phishing
Temen2 semester 4 keatas yang berminat daftar IISMA 2023 mungkin bisa ikut join buat persiapan IISMA taun ini https://intip.in/PNMIISMA2023MentorshipProgram,non-phishing
"Terakhir kalinya kami beritahukan kepada anda sebelum data anda di alihkan dan di proses ke pihak OJK, agar segera bayarkan dan jelaskan kendala yang anda hadapi, kekurangan dana kah, susah transfer kah, atau tidak ada kode pembayaran karena aplikasi sudah anda hapus. mohon kerja samanya agar data anda tidak di blokir dan tidak terhubung ke semua kontak darurat yang anda cantumkan di aplikasi kami serta tempat anda kerja, di pastikan dampak negatif di catatan biro kredit anda dan nama anda tidak akan bisa melakukan pengajuan minimal 5 tahun kedepan untuk kredit di bank nasional Indonesia. Hola Cash https://bit.ly/48bu1Up tolong segera di balas!",phishing
Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,phishing
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",phishing
Tugas etika bisa dikumpulkan di ini https://drive.google.com/drive/folders/1uyHl-dogmCHMXcTyl6xl6Cl9Sm40TcUp Terimakasih,non-phishing
Tugas kelompok Kewarganegaraan bisa dikumpulkan di link dibawah ini. Format nama file : kelompokberapa_kelas_prodi https://drive.google.com/drive/folders/1x9q5mCy1E7QxjRtSaATLdUyYDF_Gd_3z Terimakasih,non-phishing
"Untuk informasi dan bantuan, selengkapnya kunjungi link.kemkes.go.id/bantuanSATUSEHAT ya ",non-phishing
Untuk mahasiswa dan dosen pendamping dapat bergabung pada grup telegram pada tautan: https://t.me/+ADOpxoI3zBFhN2Y9,non-phishing
"Untuk menerjemahkan kata-kata sulit yang tidak kalian ketahui, silahkan memakai Cambridge Dictionary pada link ini https://dictionary.cambridge.org/dictionary/indonesian-english/",non-phishing
"Waspada! Rekanaker, hati-hati ya dengan penipuan seperti ini yang mengatasnamakan Kementerian Ketenagakerjaan. Kemnaker tidak pernah memungut biaya terkait informasi peraturan perundang-undangan. Semua peraturan perundang-undangan sudah tersedia di jdih.kemnaker.go.id",non-phishing
Yang anak bimbingnya pak sus bisa join https://chat.whatsapp.com/KBR59qc3VtC0XqkjumR8zW,non-phishing
Yang belum masuk grup silakan join melalui tautan ini ya https://chat.whatsapp.com/Iyn47MCLOH3H9ycx8IEcty,non-phishing
Yang masih bingung mau ikutan divisi apa bisa di lihat di sini ya : http://s.id/pengenalan-divisi-himatif Terimakasih,non-phishing
Yth Bpk/Ibu. BNI menyatakan Rekening anda terpilih sebagai pemenang hadiah Rp. 35jt. kode cek anda 03299757 info klik www.bankbni2016.blogspot.com,phishing
YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com,phishing
Yuk isi Survei Transportasi Natal dan Tahun Baru 2023 dari Kementerian Perhubungan: tsurvey.id/s/tsv826a dan dapatkan saldo E-wallet/Pulsa/Kuota Data utk kamu!,non-phishing
